City,Area,Avg_Price_per_sqft,Avg_Rent,Safety_Score,Pollution_Index,Hospital_Distance_km,School_Distance_km,Metro_Distance_km,Grocery_Distance_km,Internet_Speed_Mbps,Power_Backup,Water_Availability_Score,Lifestyle_Score,Green_Space_Score,Pollution_Index_Adjusted,Safety_Score_Adjusted,Price_Score,Pollution_Score,Hospital_Score,School_Score,Metro_Score,Grocery_Score,Location_Score
Bengaluru,Rajajinagar,17136,40320,8.4,74,3.12,3.24,2.25,0.93,61,1,7.4,8.5,5.7,82,8.9,4864,168,1.88,1.7599999999999998,2.75,4.07,1007.194
Bengaluru,HSR Layout,17080,60904,8.3,161,2.39,1.9,2.76,0.22,83,1,9.2,9.4,8.8,169,8.8,4920,81,2.61,3.1,2.24,4.78,1007.1095
Mumbai,Thane West,17085,34769,5.9,153,2.57,3.18,0.75,1.13,80,1,9.2,9.1,9.4,158,6.1000000000000005,4915,92,2.43,1.8199999999999998,4.25,3.87,1007.1055
Pune,Hadapsar,17132,55025,5.7,75,1.96,2.35,2.59,0.25,88,1,8.6,6.0,9.2,90,6.3,4868,160,3.04,2.65,2.41,4.75,1007.0525000000001
Chennai,Sholinganallur,17138,55505,8.6,74,2.98,1.93,1.88,0.95,80,1,6.9,6.6,6.1,79,8.9,4862,171,2.02,3.0700000000000003,3.12,4.05,1007.0140000000001
Hyderabad,Begumpet,17040,46707,6.0,207,2.05,3.16,0.89,0.38,79,1,9.2,8.7,7.6,217,6.1,4960,33,2.95,1.8399999999999999,4.11,4.62,1006.878
Chennai,OMR,17112,43062,8.9,115,2.02,3.03,0.74,0.91,109,1,6.5,7.7,7.6,120,9.200000000000001,4888,130,2.98,1.9700000000000002,4.26,4.09,1006.845
Bengaluru,Marathahalli,17057,62511,7.9,189,2.16,1.42,2.0,0.54,77,1,7.0,8.1,8.7,197,8.4,4943,53,2.84,3.58,3.0,4.46,1006.682
Bengaluru,Marathahalli,17097,56206,7.1,132,1.83,1.82,1.57,0.71,108,1,7.6,7.8,6.3,140,7.6,4903,110,3.17,3.1799999999999997,3.4299999999999997,4.29,1006.5355
Hyderabad,HITEC City,17066,57715,9.2,172,2.41,3.21,2.57,0.33,109,1,9.0,6.5,6.2,182,9.299999999999999,4934,68,2.59,1.79,2.43,4.67,1006.472
Mumbai,Goregaon East,17143,42448,8.3,72,3.17,3.35,1.87,1.15,79,1,6.6,8.3,6.7,77,8.5,4857,173,1.83,1.65,3.13,3.85,1006.4440000000001
Hyderabad,Miyapur,17093,58928,6.3,135,2.5,3.46,1.09,1.05,77,1,6.7,8.1,8.5,145,6.3999999999999995,4907,105,2.5,1.54,3.91,3.95,1006.3600000000001
Pune,Baner,17071,44724,7.3,162,3.14,2.26,0.43,0.97,72,1,6.7,8.5,7.3,177,7.8999999999999995,4929,73,1.8599999999999999,2.74,4.57,4.03,1006.33
Mumbai,Navi Mumbai Vashi,17058,41151,7.4,188,2.88,3.28,2.49,0.59,87,1,9.2,8.2,5.8,193,7.6000000000000005,4942,57,2.12,1.7200000000000002,2.51,4.41,1006.2640000000001
Chennai,Perungudi,17148,24000,6.1,69,1.88,3.25,2.62,0.24,108,1,7.6,8.2,7.5,74,6.3999999999999995,4852,176,3.12,1.75,2.38,4.76,1006.0265000000002
Mumbai,Andheri East,17065,30946,6.0,182,1.48,3.32,1.11,0.91,91,1,6.9,8.5,8.7,187,6.2,4935,63,3.52,1.6800000000000002,3.8899999999999997,4.09,1006.002
Hyderabad,Secunderabad,17039,40001,7.0,214,1.08,3.03,0.84,0.48,106,1,6.3,9.2,7.8,224,7.1,4961,26,3.92,1.9700000000000002,4.16,4.52,1005.8855000000001
Hyderabad,Gachibowli,17133,50552,5.7,85,1.91,1.47,0.72,0.57,111,1,6.7,7.9,6.8,95,5.8,4867,155,3.09,3.5300000000000002,4.28,4.43,1005.7495000000001
Pune,Hadapsar,17076,58306,6.0,155,2.2,2.95,1.87,0.55,60,1,7.2,7.4,7.0,170,6.6,4924,80,2.8,2.05,3.13,4.45,1005.7145
Hyderabad,Jubilee Hills,17041,33176,8.2,213,3.27,3.24,2.9,0.58,85,1,6.8,8.6,9.2,223,8.299999999999999,4959,27,1.73,1.7599999999999998,2.1,4.42,1005.5765
Hyderabad,Kukatpally,17090,47649,6.4,147,1.22,1.23,0.56,1.14,104,1,8.2,6.2,7.8,157,6.5,4910,93,3.7800000000000002,3.77,4.4399999999999995,3.8600000000000003,1005.5025
Mumbai,Andheri East,17126,19020,7.2,103,1.83,1.86,1.62,0.51,75,1,6.8,8.4,6.4,108,7.4,4874,142,3.17,3.1399999999999997,3.38,4.49,1005.477
Bengaluru,Rajajinagar,17147,24433,7.4,75,1.94,3.42,2.89,0.28,119,1,7.5,8.2,8.7,83,7.9,4853,167,3.06,1.58,2.11,4.72,1005.4455
Pune,Viman Nagar,17070,32545,7.5,173,2.49,1.82,1.73,0.22,97,1,9.1,6.3,8.5,188,8.1,4930,62,2.51,3.1799999999999997,3.27,4.78,1005.3610000000001
Chennai,Porur,17066,46246,8.8,191,1.64,3.28,2.92,0.66,91,1,9.2,7.8,8.7,196,9.100000000000001,4934,54,3.3600000000000003,1.7200000000000002,2.08,4.34,1005.325
Hyderabad,Miyapur,17152,58604,9.0,70,1.4,3.43,0.83,1.0,106,1,7.2,8.1,6.6,80,9.1,4848,170,3.6,1.5699999999999998,4.17,4.0,1004.851
Bengaluru,Rajajinagar,17087,31565,9.1,157,1.41,3.42,2.57,0.76,113,1,6.3,8.0,6.9,165,9.6,4913,85,3.59,1.58,2.43,4.24,1004.8259999999999
Mumbai,Powai,17136,57717,9.1,104,2.22,1.33,2.85,0.49,82,1,9.0,8.8,8.4,109,9.299999999999999,4864,141,2.78,3.67,2.15,4.51,1004.7915
Hyderabad,HITEC City,17094,34616,6.3,149,1.49,1.35,1.98,0.98,104,1,7.0,9.4,7.6,159,6.3999999999999995,4906,91,3.51,3.65,3.02,4.02,1004.58
Delhi NCR,Dwarka Sec 12,17058,53046,9.0,191,3.17,3.2,0.51,0.52,74,1,8.6,7.6,8.7,211,8.6,4942,39,1.83,1.7999999999999998,4.49,4.48,1004.5150000000001
Mumbai,Thane West,17103,60251,8.4,139,2.88,1.9,0.97,0.78,96,1,6.6,7.4,6.1,144,8.6,4897,106,2.12,3.1,4.03,4.22,1004.4955
Pune,Kharadi,17109,32999,8.3,124,3.0,2.47,1.26,1.14,89,1,6.6,7.2,8.6,139,8.9,4891,111,2.0,2.53,3.74,3.8600000000000003,1004.4945
Pune,Nigdi,17123,50791,7.6,106,2.5,1.51,2.4,0.47,68,1,8.9,8.2,5.8,121,8.2,4877,129,2.5,3.49,2.6,4.53,1004.493
Chennai,OMR,17054,24254,5.6,199,2.93,2.1,2.4,0.97,93,1,6.9,7.4,6.4,204,5.8999999999999995,4946,46,2.07,2.9,2.6,4.03,1004.49
Bengaluru,Marathahalli,17076,52262,8.1,178,3.46,2.58,1.71,1.05,115,1,8.7,6.9,9.3,186,8.6,4924,64,1.54,2.42,3.29,3.95,1004.455
Delhi NCR,Noida Sec 18,17083,50186,6.5,152,2.62,2.51,1.82,0.75,89,1,6.6,7.5,9.4,172,6.1,4917,78,2.38,2.49,3.1799999999999997,4.25,1004.3450000000001
Hyderabad,Miyapur,17085,51704,7.1,165,3.33,1.06,0.6,0.4,90,1,7.9,7.1,8.8,175,7.199999999999999,4915,75,1.67,3.94,4.4,4.6,1004.1915
Bengaluru,Whitefield,17045,57449,6.7,215,3.45,2.66,1.31,0.27,62,1,9.1,6.5,6.3,223,7.2,4955,27,1.5499999999999998,2.34,3.69,4.73,1004.1715
Delhi NCR,Faridabad,17044,38829,7.2,212,1.31,2.42,0.88,0.34,69,1,8.3,7.5,9.3,232,6.8,4956,18,3.69,2.58,4.12,4.66,1004.1325
Pune,Kothrud,17156,47894,6.6,62,2.63,2.69,2.98,0.41,79,1,6.1,8.5,8.9,77,7.199999999999999,4844,173,2.37,2.31,2.02,4.59,1004.1185
Hyderabad,Jubilee Hills,17157,49195,8.0,73,2.78,2.91,1.0,1.19,78,1,9.5,9.5,7.4,83,8.1,4843,167,2.22,2.09,4.0,3.81,1004.0930000000001
Mumbai,Powai,17164,48988,9.4,65,3.15,1.33,2.48,1.08,115,1,6.1,8.6,7.9,70,9.6,4836,180,1.85,3.67,2.52,3.92,1004.044
Mumbai,Borivali West,17121,37913,8.9,125,3.5,2.09,1.5,0.29,67,1,9.2,6.8,7.3,130,9.1,4879,120,1.5,2.91,3.5,4.71,1003.7930000000001
Mumbai,Andheri East,17151,20337,7.2,84,2.33,3.38,2.26,0.27,73,1,8.5,7.4,6.3,89,7.4,4849,161,2.67,1.62,2.74,4.73,1003.114
Chennai,Sholinganallur,17074,18605,7.1,190,1.34,2.35,2.76,1.09,88,1,7.3,8.6,7.6,195,7.3999999999999995,4926,55,3.66,2.65,2.24,3.91,1003.0440000000001
Hyderabad,Jubilee Hills,17141,61720,7.8,95,3.44,3.0,2.84,0.35,74,1,9.5,6.2,8.1,105,7.8999999999999995,4859,145,1.56,2.0,2.16,4.65,1003.0305000000002
Hyderabad,Kondapur,17054,19425,6.9,207,2.4,1.92,2.02,1.13,109,1,7.7,6.0,6.6,217,7.0,4946,33,2.6,3.08,2.98,3.87,1002.8545000000001
Bengaluru,JP Nagar,17067,48392,6.3,198,1.65,3.33,2.69,0.43,67,1,9.0,8.9,6.2,206,6.8,4933,44,3.35,1.67,2.31,4.57,1002.7099999999999
Delhi NCR,Gurgaon DLF Phase 3,17112,48956,6.0,125,1.0,1.69,1.97,0.8,103,1,7.7,7.4,7.6,145,5.6,4888,105,4.0,3.31,3.0300000000000002,4.2,1002.606
Mumbai,Powai,17086,24464,8.4,180,3.04,1.28,2.14,0.61,70,1,9.4,7.6,6.8,185,8.6,4914,65,1.96,3.7199999999999998,2.86,4.39,1002.5895
Hyderabad,Gachibowli,17077,32292,7.4,183,1.99,2.43,2.98,0.74,82,1,8.1,7.4,7.6,193,7.5,4923,57,3.01,2.57,2.02,4.26,1002.579
Chennai,Porur,17149,46090,7.5,94,3.23,2.94,1.86,1.13,77,1,8.4,8.2,7.9,99,7.8,4851,151,1.77,2.06,3.1399999999999997,3.87,1002.551
Chennai,OMR,17148,59397,5.9,93,2.51,3.13,0.48,0.59,67,1,6.7,9.2,6.4,98,6.2,4852,152,2.49,1.87,4.52,4.41,1002.3185000000002
Hyderabad,Gachibowli,17106,46782,9.1,152,1.05,3.29,0.5,1.2,91,1,9.0,7.5,7.0,162,9.2,4894,88,3.95,1.71,4.5,3.8,1002.2690000000001
Chennai,T Nagar,17129,29549,7.5,121,1.14,1.47,2.76,0.72,83,1,6.6,6.2,8.1,126,7.8,4871,124,3.8600000000000003,3.5300000000000002,2.24,4.28,1002.0615
Bengaluru,JP Nagar,17058,40892,6.7,210,2.25,1.75,0.56,1.08,100,1,6.3,7.7,5.6,218,7.2,4942,32,2.75,3.25,4.4399999999999995,3.92,1002.0540000000001
Bengaluru,Yelahanka,17142,26342,9.4,101,3.11,2.69,0.79,0.2,70,1,6.8,6.1,6.2,109,9.9,4858,141,1.8900000000000001,2.31,4.21,4.8,1001.9815
Chennai,Porur,17084,30595,8.5,184,2.9,2.21,2.02,1.16,108,1,7.1,8.9,6.6,189,8.8,4916,61,2.1,2.79,2.98,3.84,1001.9565
Bengaluru,Electronic City,17152,22061,9.1,93,2.13,2.28,1.74,1.02,105,1,6.0,8.6,8.0,101,9.6,4848,149,2.87,2.72,3.26,3.98,1001.9245
Delhi NCR,Greater Noida,17158,54364,8.7,73,1.24,2.17,1.94,1.0,72,1,6.5,8.1,8.0,93,8.299999999999999,4842,157,3.76,2.83,3.06,4.0,1001.7225000000001
Delhi NCR,Dwarka Sec 12,17135,38243,9.2,109,1.42,1.25,1.5,1.19,71,1,7.9,7.4,9.4,129,8.799999999999999,4865,121,3.58,3.75,3.5,3.81,1001.721
Mumbai,Malad West,17169,48032,6.3,70,3.14,2.62,2.16,0.81,119,1,8.2,7.4,6.1,75,6.5,4831,175,1.8599999999999999,2.38,2.84,4.1899999999999995,1001.1905
Hyderabad,HITEC City,17113,35779,8.0,143,1.54,2.4,2.72,0.39,93,1,6.4,6.8,6.4,153,8.1,4887,97,3.46,2.6,2.28,4.61,1000.8175000000001
Mumbai,Navi Mumbai Vashi,17077,25246,8.3,207,1.86,2.22,1.93,0.43,70,1,9.5,8.7,7.1,212,8.5,4923,38,3.1399999999999997,2.78,3.0700000000000003,4.57,1000.7840000000001
Pune,Kharadi,17086,39013,7.2,180,3.09,2.16,1.3,0.74,113,1,7.4,7.1,8.2,195,7.8,4914,55,1.9100000000000001,2.84,3.7,4.26,1000.5815000000001
Delhi NCR,Faridabad,17153,52935,8.6,91,2.54,2.96,1.74,0.8,111,1,7.5,8.7,8.8,111,8.2,4847,139,2.46,2.04,3.26,4.2,1000.344
Hyderabad,Kondapur,17140,47414,5.7,119,2.2,2.15,1.28,0.79,61,1,9.3,9.2,7.8,129,5.8,4860,121,2.8,2.85,3.7199999999999998,4.21,1000.2120000000001
Bengaluru,Electronic City,17090,49766,5.7,181,1.15,2.46,0.51,0.87,83,1,6.1,7.0,7.6,189,6.2,4910,61,3.85,2.54,4.49,4.13,1000.1265
Hyderabad,Banjara Hills,17090,42036,5.6,181,1.45,3.03,0.66,0.67,88,1,9.0,7.0,6.8,191,5.699999999999999,4910,59,3.55,1.9700000000000002,4.34,4.33,1000.1035
Chennai,T Nagar,17120,36347,8.3,154,1.36,2.28,2.74,0.57,108,1,8.3,7.4,9.1,159,8.600000000000001,4880,91,3.6399999999999997,2.72,2.26,4.43,999.9575
Delhi NCR,Saket,17125,57924,8.4,133,3.21,1.11,2.0,1.05,116,1,7.4,9.4,9.0,153,8.0,4875,97,1.79,3.8899999999999997,3.0,3.95,999.8945
Pune,Pimple Saudagar,17143,22429,7.3,107,3.12,2.33,0.7,0.7,71,1,6.2,7.5,7.2,122,7.8999999999999995,4857,128,1.88,2.67,4.3,4.3,999.7725
Hyderabad,Secunderabad,17122,31802,9.0,154,1.11,1.81,2.24,0.68,68,1,8.9,8.6,9.4,164,9.1,4878,86,3.8899999999999997,3.19,2.76,4.32,999.624
Hyderabad,HITEC City,17139,32756,8.5,122,2.02,2.03,2.71,0.27,70,1,6.9,7.4,7.3,132,8.6,4861,118,2.98,2.97,2.29,4.73,999.3955000000001
Bengaluru,Whitefield,17165,28794,8.5,90,1.87,2.8,0.95,0.46,81,1,8.7,6.2,5.6,98,9.0,4835,152,3.13,2.2,4.05,4.54,999.2629999999999
Chennai,Anna Nagar,17162,44075,6.2,96,3.07,1.36,0.81,1.05,94,1,6.1,8.7,7.3,101,6.5,4838,149,1.9300000000000002,3.6399999999999997,4.1899999999999995,3.95,999.1565
Delhi NCR,Noida Sec 18,17115,30299,7.4,141,1.81,3.17,2.36,0.37,103,1,6.9,6.8,6.2,161,7.0,4885,89,3.19,1.83,2.64,4.63,998.9185
Bengaluru,Rajajinagar,17099,42298,6.8,185,3.41,1.73,1.42,0.33,118,1,8.6,7.9,7.9,193,7.3,4901,57,1.5899999999999999,3.27,3.58,4.67,998.6415000000001
Pune,Baner,17085,58943,8.7,199,3.04,2.3,1.63,0.9,85,1,7.8,8.6,7.3,214,9.299999999999999,4915,36,1.96,2.7,3.37,4.1,998.4694999999999
Pune,Pimple Saudagar,17084,20106,6.3,195,1.53,3.26,2.73,0.3,108,1,8.6,6.8,6.4,210,6.8999999999999995,4916,40,3.4699999999999998,1.7400000000000002,2.27,4.7,998.2020000000001
Bengaluru,Whitefield,17113,30744,8.5,175,3.31,1.88,2.57,0.23,110,1,9.0,7.5,9.5,183,9.0,4887,67,1.69,3.12,2.43,4.77,998.0015000000001
Bengaluru,Hebbal,17113,23540,8.1,174,2.9,2.95,2.32,0.44,95,1,9.0,7.6,9.4,182,8.6,4887,68,2.1,2.05,2.68,4.56,997.9585000000001
Mumbai,Thane West,17183,62659,6.5,77,2.68,2.91,1.85,0.69,111,1,6.1,8.2,9.0,82,6.7,4817,168,2.32,2.09,3.15,4.3100000000000005,997.8805000000001
Mumbai,Navi Mumbai Vashi,17103,61867,5.6,187,2.18,2.92,2.04,0.45,107,1,8.4,8.1,8.5,192,5.8,4897,58,2.82,2.08,2.96,4.55,997.6615
Delhi NCR,Ghaziabad,17096,55071,7.4,185,3.21,3.18,2.43,0.9,77,1,9.4,8.7,8.9,205,7.0,4904,45,1.79,1.8199999999999998,2.57,4.1,997.5920000000001
Bengaluru,Whitefield,17080,23051,5.7,211,3.06,2.73,1.96,0.38,61,1,7.6,7.5,7.1,219,6.2,4920,31,1.94,2.27,3.04,4.62,997.5305
Bengaluru,Electronic City,17145,40267,6.7,127,2.98,2.33,0.85,0.3,81,1,7.7,7.0,6.9,135,7.2,4855,115,2.02,2.67,4.15,4.7,997.4809999999999
Mumbai,Navi Mumbai Vashi,17091,19120,7.0,213,1.11,2.89,0.99,0.72,77,1,9.5,9.1,8.6,218,7.2,4909,32,3.8899999999999997,2.11,4.01,4.28,997.3435000000001
Delhi NCR,Greater Noida,17135,30364,6.1,128,3.03,2.4,1.09,0.81,89,1,6.6,8.6,7.5,148,5.699999999999999,4865,102,1.9700000000000002,2.6,3.91,4.1899999999999995,997.3004999999999
Hyderabad,Kondapur,17112,52224,6.3,176,2.84,2.41,0.83,0.28,89,1,9.4,8.9,7.2,186,6.3999999999999995,4888,64,2.16,2.59,4.17,4.72,997.2210000000001
Pune,Hinjewadi,17090,55952,7.3,200,2.33,2.34,1.05,0.42,63,1,7.9,6.1,9.1,215,7.8999999999999995,4910,35,2.67,2.66,3.95,4.58,997.079
Bengaluru,Rajajinagar,17202,63645,8.6,61,1.65,1.33,0.81,1.07,63,1,8.3,6.8,7.8,69,9.1,4798,181,3.35,3.67,4.1899999999999995,3.9299999999999997,997.021
Bengaluru,Indiranagar,17084,30395,6.1,209,1.62,2.6,0.75,0.54,100,1,6.9,6.7,6.2,217,6.6,4916,33,3.38,2.4,4.25,4.46,996.9235000000001
Chennai,T Nagar,17148,55173,5.9,131,2.06,3.37,2.09,1.03,119,1,6.8,7.8,9.1,136,6.2,4852,114,2.94,1.63,2.91,3.9699999999999998,996.6925
Delhi NCR,Rohini Sec 15,17155,34134,7.0,108,3.19,3.48,1.51,1.04,104,1,7.5,8.8,8.2,128,6.6,4845,122,1.81,1.52,3.49,3.96,996.692
Hyderabad,Banjara Hills,17097,31310,8.6,196,3.17,2.41,2.79,0.76,117,1,7.0,6.1,8.6,206,8.7,4903,44,1.83,2.59,2.21,4.24,996.4304999999999
Bengaluru,Whitefield,17207,23573,7.0,60,1.86,1.92,1.86,0.89,78,1,8.7,7.5,8.6,68,7.5,4793,182,3.1399999999999997,3.08,3.1399999999999997,4.11,995.9955
Bengaluru,Indiranagar,17166,35812,7.5,113,3.49,2.34,0.52,1.0,68,1,8.6,9.4,5.6,121,8.0,4834,129,1.5099999999999998,2.66,4.48,4.0,995.9475000000001
Hyderabad,Banjara Hills,17167,35075,5.8,107,3.36,2.39,1.65,0.4,88,1,8.3,9.4,6.5,117,5.8999999999999995,4833,133,1.6400000000000001,2.61,3.35,4.6,995.905
Delhi NCR,Noida Sec 62,17139,64733,7.9,137,2.86,1.12,2.74,1.05,100,1,7.2,7.2,9.5,157,7.5,4861,93,2.14,3.88,2.26,3.95,995.8345000000002
Mumbai,Powai,17170,51321,8.6,113,3.24,1.26,2.53,0.46,69,1,8.8,7.3,7.5,118,8.799999999999999,4830,132,1.7599999999999998,3.74,2.47,4.54,995.7764999999999
Pune,Wakad,17175,62445,6.1,101,1.1,2.26,0.92,0.53,82,1,9.4,8.1,9.1,116,6.699999999999999,4825,134,3.9,2.74,4.08,4.47,995.7035
Mumbai,Kandivali West,17108,62691,6.6,192,2.51,2.93,2.9,0.89,112,1,7.4,7.7,8.7,197,6.8,4892,53,2.49,2.07,2.1,4.11,995.6155000000001
Chennai,Perungudi,17131,57932,6.5,163,2.79,3.43,1.14,1.14,115,1,7.7,8.3,8.3,168,6.8,4869,82,2.21,1.5699999999999998,3.8600000000000003,3.8600000000000003,995.6000000000001
Mumbai,Malad West,17091,24796,8.1,218,2.43,2.11,0.79,0.31,90,1,7.1,7.7,6.3,223,8.299999999999999,4909,27,2.57,2.89,4.21,4.69,995.354
Bengaluru,Electronic City,17093,42055,9.0,214,1.89,2.19,0.46,0.62,87,1,7.6,7.1,5.6,222,9.5,4907,28,3.1100000000000003,2.81,4.54,4.38,995.2760000000002
Bengaluru,Rajajinagar,17097,21384,8.4,217,2.9,1.44,2.32,0.28,106,1,9.4,8.9,8.6,225,8.9,4903,25,2.1,3.56,2.68,4.72,995.259
Bengaluru,Hebbal,17112,63800,8.0,190,1.45,1.12,2.6,0.95,113,1,6.5,6.9,8.1,198,8.5,4888,52,3.55,3.88,2.4,4.05,994.982
Chennai,OMR,17165,64331,6.0,122,1.79,3.14,2.66,0.4,118,1,9.2,7.7,7.5,127,6.3,4835,123,3.21,1.8599999999999999,2.34,4.6,994.9265
Mumbai,Kandivali West,17106,29151,8.7,204,1.85,2.42,2.62,0.65,71,1,6.8,6.7,9.3,209,8.899999999999999,4894,41,3.15,2.58,2.38,4.35,994.7440000000001
Bengaluru,Marathahalli,17142,52432,7.8,159,1.84,1.18,1.18,0.38,119,1,8.4,7.9,7.8,167,8.3,4858,83,3.16,3.8200000000000003,3.8200000000000003,4.62,994.463
Pune,Hinjewadi,17154,35133,7.7,136,1.51,1.19,1.29,0.91,112,1,8.9,8.8,6.3,151,8.3,4846,99,3.49,3.81,3.71,4.09,994.39
Chennai,Perungudi,17121,48289,9.5,191,1.39,3.11,0.85,0.88,107,1,6.6,7.9,9.2,196,9.8,4879,54,3.6100000000000003,1.8900000000000001,4.15,4.12,994.3405
Pune,Kothrud,17198,60425,7.6,75,1.91,1.03,0.97,0.92,64,1,9.5,6.4,5.6,90,8.2,4802,160,3.09,3.9699999999999998,4.03,4.08,994.1005
Pune,Kharadi,17139,53645,8.0,158,3.14,1.74,2.61,0.79,66,1,8.5,8.5,8.3,173,8.6,4861,77,1.8599999999999999,3.26,2.39,4.21,993.9830000000002
Chennai,Adyar,17181,32490,8.6,111,3.11,3.33,2.06,0.23,102,1,7.2,8.4,8.7,116,8.9,4819,134,1.8900000000000001,1.67,2.94,4.77,993.8905000000002
Hyderabad,HITEC City,17116,59375,7.4,191,1.33,1.47,2.86,0.48,81,1,8.5,7.6,6.4,201,7.5,4884,49,3.67,3.5300000000000002,2.14,4.52,993.729
Pune,Aundh,17148,27315,5.7,140,3.14,3.19,0.84,1.02,67,1,9.5,6.6,6.1,155,6.3,4852,95,1.8599999999999999,1.81,4.16,3.98,993.5465
Chennai,Anna Nagar,17151,25441,9.1,152,1.59,2.35,2.63,0.74,65,1,6.2,7.8,7.1,157,9.4,4849,93,3.41,2.65,2.37,4.26,993.2785
Pune,Kothrud,17100,21742,6.0,207,1.58,2.98,1.9,0.43,85,1,7.3,7.2,7.0,222,6.6,4900,28,3.42,2.02,3.1,4.57,993.1915
Mumbai,Powai,17160,32654,7.6,145,1.91,2.05,2.58,0.68,118,1,8.9,7.8,8.3,150,7.8,4840,100,3.09,2.95,2.42,4.32,993.1170000000001
Chennai,T Nagar,17149,41355,6.3,156,2.79,2.16,2.89,0.5,84,1,6.3,9.3,8.3,161,6.6,4851,89,2.21,2.84,2.11,4.5,992.9240000000001
Pune,Viman Nagar,17168,35920,5.9,124,1.95,2.54,1.74,0.23,116,1,8.8,9.4,6.3,139,6.5,4832,111,3.05,2.46,3.26,4.77,992.831
Mumbai,Goregaon East,17210,24059,5.8,76,1.41,2.56,2.69,0.75,111,1,8.6,6.5,8.4,81,6.0,4790,169,3.59,2.44,2.31,4.25,992.6135
Hyderabad,Miyapur,17132,24276,7.0,174,2.26,1.85,2.8,0.79,108,1,9.2,6.5,5.9,184,7.1,4868,66,2.74,3.15,2.2,4.21,992.52
Pune,Hadapsar,17209,36456,8.7,71,2.33,2.45,0.44,0.46,86,1,7.6,6.8,6.2,86,9.299999999999999,4791,164,2.67,2.55,4.56,4.54,992.423
Hyderabad,Manikonda,17180,48191,8.2,115,1.87,3.04,2.97,0.42,74,1,7.2,7.8,7.3,125,8.299999999999999,4820,125,3.13,1.96,2.03,4.58,992.1550000000001
Chennai,Velachery,17210,62059,8.7,84,1.24,3.36,1.01,1.01,99,1,6.1,8.3,7.9,89,9.0,4790,161,3.76,1.6400000000000001,3.99,3.99,991.982
Mumbai,Andheri East,17136,57831,6.6,190,2.24,1.02,0.95,0.35,75,1,8.9,9.4,8.7,195,6.8,4864,55,2.76,3.98,4.05,4.65,991.8160000000001
Mumbai,Andheri East,17133,27329,8.1,195,2.85,1.62,1.65,0.24,77,1,9.0,9.3,8.4,200,8.299999999999999,4867,50,2.15,3.38,3.35,4.76,991.6960000000001
Pune,Nigdi,17169,33940,5.6,127,1.21,3.42,0.54,1.12,69,1,8.3,6.7,7.7,142,6.199999999999999,4831,108,3.79,1.58,4.46,3.88,991.6815
Mumbai,Malad West,17224,19899,8.8,64,2.1,1.8,1.7,0.74,74,1,6.9,6.6,6.4,69,9.0,4776,181,2.9,3.2,3.3,4.26,991.624
Bengaluru,Whitefield,17215,63486,9.3,80,2.19,2.59,3.0,0.3,113,1,9.3,7.8,7.2,88,9.8,4785,162,2.81,2.41,2.0,4.7,991.613
Pune,Nigdi,17139,26828,6.3,175,1.06,2.09,0.49,0.7,95,1,6.1,9.5,9.5,190,6.8999999999999995,4861,60,3.94,2.91,4.51,4.3,991.5490000000001
Mumbai,Navi Mumbai Vashi,17145,53437,8.8,180,2.44,2.4,2.74,0.49,61,1,8.2,9.0,9.4,185,9.0,4855,65,2.56,2.6,2.26,4.51,991.4395
Pune,Hinjewadi,17207,40550,9.3,90,1.1,1.07,0.96,0.39,104,1,7.1,8.6,8.4,105,9.9,4793,145,3.9,3.9299999999999997,4.04,4.61,991.322
Delhi NCR,Noida Sec 18,17120,30806,6.7,193,2.84,1.31,2.89,0.48,85,1,9.4,9.3,6.2,213,6.3,4880,37,2.16,3.69,2.11,4.52,991.222
Chennai,Velachery,17192,52982,7.0,112,1.24,2.62,2.47,0.32,71,1,8.7,7.0,7.6,117,7.3,4808,133,3.76,2.38,2.53,4.68,991.2025000000001
Mumbai,Navi Mumbai Vashi,17188,35202,7.4,115,2.09,3.24,0.85,0.32,107,1,6.4,7.2,6.5,120,7.6000000000000005,4812,130,2.91,1.7599999999999998,4.15,4.68,990.85
Delhi NCR,Greater Noida,17149,26353,5.6,155,2.3,1.27,1.73,0.22,78,1,6.0,8.2,8.6,175,5.199999999999999,4851,75,2.7,3.73,3.27,4.78,990.6220000000001
Chennai,Guindy,17209,50069,6.4,93,1.14,3.07,0.51,0.41,77,1,6.2,9.1,6.5,98,6.7,4791,152,3.8600000000000003,1.9300000000000002,4.49,4.59,990.3555000000001
Hyderabad,HITEC City,17221,38474,8.0,76,2.61,1.15,1.67,0.2,86,1,8.9,6.0,8.1,86,8.1,4779,164,2.39,3.85,3.33,4.8,990.3305
Mumbai,Thane West,17120,30576,8.7,216,2.92,3.26,1.9,1.13,63,1,9.1,7.6,7.8,221,8.899999999999999,4880,29,2.08,1.7400000000000002,3.1,3.87,990.3185000000001
Mumbai,Goregaon East,17181,24508,8.6,131,2.06,1.65,2.81,0.37,105,1,6.2,6.6,8.2,136,8.799999999999999,4819,114,2.94,3.35,2.19,4.63,990.3165
Chennai,Sholinganallur,17151,38080,7.3,175,1.8,2.75,0.71,0.29,75,1,8.5,6.7,8.0,180,7.6,4849,70,3.2,2.25,4.29,4.71,990.1675
Mumbai,Malad West,17167,37627,7.4,155,1.43,1.9,0.57,0.42,83,1,8.0,8.4,6.4,160,7.6000000000000005,4833,90,3.5700000000000003,3.1,4.43,4.58,990.052
