City,Area,Avg_Price_per_sqft,Avg_Rent,Safety_Score,Pollution_Index,Hospital_Distance_km,School_Distance_km,Metro_Distance_km,Grocery_Distance_km,Internet_Speed_Mbps,Power_Backup,Water_Availability_Score,Lifestyle_Score,Green_Space_Score
Pune,Nigdi,5768,58124,9.2,84,2.76,1.79,1.28,1.14,81,1,9.5,6.1,8.7
Bengaluru,Marathahalli,13972,25690,8.5,125,2.24,3.09,2.82,1.03,111,1,8.1,7.4,6.7
Mumbai,Borivali West,11532,45054,6.5,127,3.22,1.8,1.81,0.3,93,1,7.5,8.4,8.1
Chennai,Perungudi,19964,37062,6.9,98,2.49,2.3,1.0,0.87,82,1,9.3,7.8,8.0
Chennai,T Nagar,17516,43002,7.6,133,2.07,2.98,1.01,0.5,70,1,9.1,7.0,6.7
Chennai,Tambaram,14556,59970,7.6,174,2.13,1.4,1.47,0.83,119,1,7.7,6.6,5.6
Hyderabad,Miyapur,13023,58355,6.6,200,2.78,1.07,2.13,0.21,84,1,9.5,8.5,9.4
Pune,Kharadi,16681,38389,7.6,177,2.35,2.75,0.72,0.67,107,1,7.8,9.2,9.2
Delhi NCR,Noida Sec 18,17083,50186,6.5,152,2.62,2.51,1.82,0.75,89,1,6.6,7.5,9.4
Hyderabad,Banjara Hills,11053,49873,7.9,188,3.35,2.28,0.41,0.86,83,1,8.7,8.0,6.0
Bengaluru,BTM Layout,18144,52185,8.8,142,3.0,1.27,2.08,0.68,106,1,6.3,6.2,8.0
Bengaluru,JP Nagar,17671,50473,8.9,121,2.37,2.87,2.73,0.96,96,1,6.8,7.0,6.0
Pune,Hadapsar,13031,37512,7.3,214,2.03,1.75,2.14,0.36,77,1,7.6,7.4,7.4
Mumbai,Andheri East,8353,44496,7.5,152,1.15,2.37,1.35,0.72,67,1,7.0,7.5,8.0
Chennai,OMR,19295,38767,8.0,79,2.87,1.57,2.02,1.19,106,1,6.0,7.7,7.5
Bengaluru,BTM Layout,11314,26590,8.4,96,3.11,1.97,0.47,1.03,93,1,9.1,6.7,6.4
Hyderabad,Manikonda,13621,31360,6.7,81,2.54,2.32,2.91,0.9,105,1,8.5,6.4,7.9
Mumbai,Navi Mumbai Vashi,15038,41383,7.6,105,2.97,2.56,2.95,0.75,88,1,6.7,6.7,8.6
Pune,Aundh,7709,56833,6.5,183,3.28,1.31,1.09,0.25,74,1,8.2,9.5,7.4
Chennai,T Nagar,11889,52852,7.8,70,2.68,1.81,0.89,0.5,102,1,6.5,8.7,6.9
Hyderabad,Banjara Hills,9053,34855,7.3,91,1.87,2.45,1.74,0.32,82,1,8.9,7.6,5.9
Chennai,Porur,12615,47224,7.3,105,3.11,2.49,2.94,0.98,76,1,7.1,7.1,7.5
Hyderabad,Miyapur,7363,29734,7.3,92,2.13,2.42,0.45,1.0,112,1,6.5,9.4,8.3
Delhi NCR,Faridabad,8454,24900,7.3,81,1.64,3.28,1.34,1.03,75,1,6.6,6.2,8.4
Delhi NCR,Faridabad,17262,56508,5.9,131,2.87,1.41,1.64,0.34,111,1,9.2,7.5,6.7
Hyderabad,Secunderabad,8863,45144,6.3,82,2.43,3.33,1.83,1.13,86,1,9.1,8.2,8.3
Chennai,Tambaram,15583,25740,9.2,65,3.08,2.55,1.36,1.18,107,1,8.6,7.6,7.9
Hyderabad,Kukatpally,14629,40197,8.9,219,1.15,1.62,0.52,0.75,96,1,7.5,7.2,8.0
Chennai,Porur,10127,48455,8.8,109,3.01,3.48,0.99,0.26,109,1,6.2,9.0,8.8
Delhi NCR,Rohini Sec 15,5639,52333,9.1,109,3.4,3.36,1.77,0.96,99,1,8.9,6.0,7.6
Delhi NCR,Faridabad,6114,54065,7.2,102,2.99,1.51,1.89,0.62,60,1,8.9,7.9,9.3
Delhi NCR,Faridabad,10401,44500,6.3,151,1.11,1.32,2.58,0.38,108,1,7.7,6.5,7.8
Delhi NCR,Faridabad,7457,64443,9.3,146,2.21,3.16,0.65,0.45,97,1,6.6,7.1,7.8
Pune,Hinjewadi,12438,38106,6.7,105,1.65,1.61,2.15,0.21,68,1,6.5,6.8,7.1
Pune,Hinjewadi,16836,42037,6.8,134,1.08,1.1,1.13,0.73,103,1,6.9,6.1,7.6
Mumbai,Goregaon East,9158,53396,6.6,125,2.13,1.91,0.6,0.25,96,1,7.3,6.1,6.8
Chennai,Porur,15505,19800,8.2,184,2.56,3.34,2.31,0.35,110,1,9.1,6.4,6.3
Hyderabad,Miyapur,15978,50350,9.1,190,2.52,1.85,0.72,0.48,93,1,8.7,6.4,8.2
Pune,Pimple Saudagar,5531,41277,8.9,108,3.0,1.27,1.04,0.4,119,1,7.2,6.8,8.1
Pune,Nigdi,5764,49466,7.2,133,2.45,3.36,1.83,0.32,93,1,6.5,6.5,6.6
Mumbai,Goregaon East,14242,19856,7.4,136,3.25,2.49,0.62,0.31,110,1,6.8,8.3,8.5
Chennai,T Nagar,14417,43959,7.2,107,1.44,2.92,1.17,1.14,95,1,6.5,7.4,7.8
Hyderabad,Miyapur,17248,48306,5.7,178,3.33,3.23,2.4,0.42,72,1,6.3,6.2,7.3
Pune,Pimple Saudagar,7922,37983,6.6,127,3.41,2.38,1.08,0.59,86,1,7.9,8.3,9.2
Chennai,Porur,15878,21951,7.0,146,1.13,3.05,1.1,0.79,92,1,6.5,9.4,7.0
Delhi NCR,Greater Noida,8886,51800,9.5,97,2.32,3.04,1.66,0.44,69,1,7.7,8.7,7.3
Bengaluru,Whitefield,18533,49012,6.7,108,3.22,2.46,2.33,0.64,111,1,9.2,8.6,6.2
Hyderabad,HITEC City,9899,50055,6.3,201,3.05,2.24,2.92,0.89,80,1,6.2,8.7,8.8
Mumbai,Andheri West,7538,46212,8.7,136,2.11,1.81,1.52,0.52,115,1,9.3,7.3,9.5
Hyderabad,Jubilee Hills,17041,33176,8.2,213,3.27,3.24,2.9,0.58,85,1,6.8,8.6,9.2
Delhi NCR,Ghaziabad,16702,47511,6.8,176,1.63,1.13,1.91,0.68,86,1,8.8,6.3,8.2
Hyderabad,Begumpet,13011,44365,7.2,135,2.08,1.62,1.19,0.23,79,1,8.8,6.3,8.1
Bengaluru,Indiranagar,13676,47291,9.1,203,3.35,2.84,0.78,0.27,89,1,8.8,6.8,7.7
Mumbai,Kandivali West,17827,36783,7.4,127,1.62,1.65,1.61,0.33,85,1,9.4,7.3,5.6
Pune,Aundh,14539,61489,9.3,156,2.96,2.06,0.65,0.7,71,1,8.0,8.9,7.9
Chennai,T Nagar,19561,62568,8.7,134,1.21,3.07,2.03,0.43,105,1,9.0,7.8,6.1
Pune,Aundh,15963,56497,9.4,210,1.97,1.33,2.38,0.96,87,1,6.7,8.8,7.3
Chennai,T Nagar,8873,54112,9.2,111,3.35,2.04,2.15,0.87,86,1,9.2,7.7,6.5
Hyderabad,HITEC City,14070,59701,8.1,206,3.09,3.11,1.0,0.55,76,1,7.6,6.9,8.7
Delhi NCR,Faridabad,9654,20360,8.9,148,2.11,1.02,1.56,1.16,62,1,7.8,8.5,9.5
Delhi NCR,Rohini Sec 15,13423,41392,6.2,68,2.72,1.27,2.14,0.37,119,1,8.6,6.9,5.5
Bengaluru,Rajajinagar,18716,45493,8.6,158,2.3,2.14,1.7,0.97,87,1,8.9,8.7,6.1
Delhi NCR,Saket,8298,27916,9.4,78,2.29,3.34,2.46,0.42,105,1,7.0,7.7,7.4
Hyderabad,Manikonda,11663,41341,5.6,141,2.0,3.03,0.78,0.69,113,1,8.5,9.2,6.7
Mumbai,Andheri East,17342,26683,6.4,136,2.4,2.7,0.99,0.81,98,1,8.2,8.7,8.2
Mumbai,Borivali West,8221,22021,6.3,148,1.06,3.07,1.78,0.95,103,1,9.5,7.1,8.9
Delhi NCR,Ghaziabad,15567,18040,6.9,206,1.78,2.24,1.3,0.23,114,1,8.7,7.8,6.4
Delhi NCR,Noida Sec 62,16080,32429,5.7,169,2.15,3.17,1.11,0.43,83,1,6.9,8.1,7.0
Chennai,T Nagar,13272,21004,5.5,132,2.47,3.04,1.71,0.61,105,1,8.9,9.5,8.2
Pune,Kothrud,17710,32478,9.3,111,3.42,1.62,2.28,0.43,80,1,7.3,7.3,7.2
Mumbai,Bandra East,16035,51066,6.6,216,3.12,2.01,0.48,1.12,102,1,7.3,7.2,8.2
Delhi NCR,Saket,8819,46722,6.4,199,3.39,1.92,0.46,0.63,67,1,7.9,6.6,6.7
Chennai,Guindy,12327,22954,6.3,193,1.09,3.3,0.4,0.22,107,1,9.3,8.5,6.3
Chennai,Perungudi,14562,55133,7.8,161,3.2,2.63,1.7,0.98,86,1,7.8,9.4,6.6
Bengaluru,Indiranagar,17285,45784,6.7,84,2.23,1.12,3.0,1.16,62,1,6.2,9.5,5.7
Hyderabad,Begumpet,13041,37757,8.4,196,1.6,1.93,0.64,0.77,106,1,7.8,7.1,7.6
Hyderabad,Secunderabad,14435,44171,6.4,115,1.25,3.46,2.38,1.2,99,1,8.4,7.8,5.6
Chennai,Perungudi,6680,53652,8.9,86,3.12,2.59,2.05,0.69,98,1,8.8,7.7,5.7
Delhi NCR,Greater Noida,9339,60680,7.6,178,2.09,2.42,1.48,0.38,108,1,7.2,9.4,8.3
Pune,Nigdi,17447,63308,6.5,212,2.37,1.62,2.04,0.69,98,1,8.4,6.9,6.5
Delhi NCR,Gurgaon DLF Phase 3,12539,46255,7.9,219,2.54,1.27,2.99,0.99,114,1,7.9,8.8,8.8
Mumbai,Bandra East,6960,30224,9.4,141,2.38,1.29,2.59,1.09,79,1,6.9,8.5,9.3
Pune,Aundh,14394,25387,7.9,78,1.6,3.36,1.07,0.55,63,1,6.9,9.3,5.7
Pune,Aundh,7103,41145,6.0,157,2.57,1.42,2.2,0.61,89,1,7.9,6.6,9.2
Chennai,Porur,7991,35129,6.6,121,3.04,1.16,2.1,0.68,104,1,8.1,7.1,9.3
Bengaluru,JP Nagar,18271,64013,9.4,191,1.02,2.81,2.47,0.37,100,1,7.1,6.2,8.5
Pune,Viman Nagar,11496,62533,8.1,130,1.24,1.51,1.2,0.47,92,1,7.6,8.7,7.2
Chennai,OMR,12241,32471,8.5,175,3.01,1.09,2.87,0.94,67,1,8.6,7.7,6.1
Bengaluru,Whitefield,7694,39777,9.3,205,1.2,1.54,0.69,0.74,75,1,8.1,9.2,6.4
Pune,Hinjewadi,12712,45770,6.7,168,1.49,3.19,2.84,1.13,70,1,8.0,6.4,9.3
Bengaluru,Hebbal,7981,34341,6.8,139,3.2,3.48,0.6,0.47,61,1,8.2,8.0,9.1
Mumbai,Andheri East,6302,48193,9.2,157,3.43,2.21,0.5,0.47,108,1,6.7,6.0,8.1
Mumbai,Goregaon East,15401,27103,6.4,145,2.75,2.82,0.4,0.43,63,1,9.3,8.2,8.5
Bengaluru,HSR Layout,7208,19911,7.6,176,3.38,3.23,1.95,0.83,66,1,9.4,8.7,5.5
Mumbai,Thane West,18969,51462,6.6,138,1.53,3.34,1.63,0.3,85,1,8.7,7.7,6.3
Bengaluru,HSR Layout,13070,37100,6.3,103,1.86,2.1,2.32,0.56,87,1,8.5,7.3,8.9
Pune,Viman Nagar,19332,46612,7.6,67,1.81,2.53,2.67,0.63,63,1,8.5,8.1,6.3
Pune,Pimple Saudagar,11876,20457,8.5,178,2.39,2.58,1.88,1.07,87,1,7.8,6.4,8.4
Bengaluru,Indiranagar,15632,60758,8.9,68,1.33,2.28,2.44,0.27,106,1,7.2,8.2,6.8
Mumbai,Thane West,18073,24702,7.4,66,1.36,1.98,2.64,0.5,83,1,8.2,8.8,8.2
Bengaluru,Whitefield,13746,36048,9.4,173,1.41,2.2,2.25,0.35,67,1,8.0,8.8,7.0
Delhi NCR,Noida Sec 62,18051,33101,6.3,117,2.4,2.57,0.52,1.11,93,1,7.7,7.7,8.8
Bengaluru,Marathahalli,12211,59218,5.6,141,1.59,1.61,2.21,1.17,70,1,9.2,8.1,7.9
Bengaluru,Whitefield,15755,60506,7.1,136,1.21,2.06,1.52,0.64,73,1,9.2,7.2,5.7
Mumbai,Andheri West,8649,50385,7.5,87,3.32,1.61,2.87,0.7,103,1,9.1,8.3,6.9
Pune,Viman Nagar,6732,36253,9.0,68,1.55,1.08,0.44,0.79,102,1,7.4,6.7,9.0
Delhi NCR,Gurgaon DLF Phase 3,10667,21315,5.7,121,2.89,2.57,0.87,1.14,96,1,6.2,9.4,6.5
Pune,Baner,19314,41901,6.2,60,1.49,2.49,2.55,0.4,115,1,8.1,6.3,7.0
Delhi NCR,Noida Sec 62,16823,56455,6.4,143,1.14,1.22,1.67,0.51,88,1,7.9,6.0,7.7
Bengaluru,HSR Layout,15976,52143,5.6,163,3.44,2.72,2.32,0.69,85,1,7.0,7.2,8.0
Pune,Wakad,8836,63850,6.5,176,1.03,2.69,1.87,0.9,75,1,7.4,7.1,7.9
Mumbai,Borivali West,7272,41954,5.8,114,2.97,1.1,0.88,0.79,94,1,7.3,6.7,8.3
Chennai,Velachery,19530,19418,9.2,181,1.55,2.29,2.2,1.16,77,1,6.3,6.6,8.5
Pune,Viman Nagar,9311,21658,6.4,99,1.74,1.31,1.12,0.48,107,1,8.2,8.9,6.6
Pune,Wakad,16694,31100,8.9,102,2.61,1.85,2.87,0.74,99,1,9.0,7.3,8.0
Chennai,Porur,15659,37829,9.2,184,1.33,2.71,1.49,0.28,95,1,8.4,8.9,7.2
Delhi NCR,Noida Sec 62,17099,33619,6.4,100,1.05,2.45,1.75,0.66,118,1,7.3,8.0,7.9
Delhi NCR,Saket,10386,23959,5.6,102,2.9,2.29,2.49,0.38,103,1,6.7,8.5,6.7
Chennai,Tambaram,10653,26908,8.4,103,2.41,2.88,1.87,0.54,102,1,7.8,6.1,6.2
Bengaluru,JP Nagar,11261,31124,5.6,62,3.04,2.83,1.44,0.94,97,1,6.3,7.0,8.1
Mumbai,Kandivali West,14601,28557,6.1,146,1.47,2.31,1.96,0.56,96,1,6.2,9.5,7.4
Bengaluru,Electronic City,10462,26741,8.4,180,1.08,3.31,0.95,0.35,99,1,8.5,7.3,6.5
Chennai,Porur,10431,40236,5.9,144,3.49,2.45,1.07,0.3,64,1,8.3,7.4,9.4
Pune,Pimple Saudagar,15656,64651,8.4,182,1.93,1.21,2.05,0.99,74,1,8.5,8.9,7.1
Delhi NCR,Ghaziabad,14278,49660,8.9,146,2.58,3.38,1.52,0.33,103,1,9.5,8.2,8.7
Mumbai,Malad West,14785,59525,7.0,175,2.12,3.22,2.01,0.95,87,1,9.5,9.0,8.9
Chennai,OMR,12711,20799,9.3,162,1.42,1.23,2.46,0.85,104,1,6.7,8.5,7.3
Chennai,Perungudi,16590,43402,6.3,192,2.52,1.26,0.49,1.14,85,1,7.5,7.8,7.7
Mumbai,Goregaon East,19437,52802,8.5,82,2.73,1.59,2.95,0.24,80,1,7.3,8.4,7.2
Pune,Wakad,15279,33091,7.7,125,3.45,3.39,2.38,0.93,68,1,6.5,7.6,6.7
Hyderabad,Manikonda,11783,61053,9.2,183,3.2,2.71,2.29,0.38,78,1,7.2,7.5,8.9
Chennai,Adyar,13742,48703,7.1,151,2.69,2.6,2.3,1.17,79,1,8.5,6.9,8.5
Bengaluru,Indiranagar,10309,29748,5.7,216,2.18,1.6,0.58,0.2,98,1,7.3,8.7,8.0
Mumbai,Andheri West,14688,64893,6.0,132,3.21,3.0,1.75,0.74,72,1,8.2,6.7,7.8
Mumbai,Kandivali West,13281,61478,6.4,129,1.29,1.76,2.93,1.11,101,1,7.7,9.2,7.3
Hyderabad,Gachibowli,5851,34801,6.2,199,3.44,1.97,1.46,0.87,76,1,8.8,7.7,6.5
Pune,Kharadi,18621,46527,6.3,164,2.53,2.45,0.89,0.38,69,1,7.6,7.6,9.3
Bengaluru,JP Nagar,14003,18077,9.5,76,3.49,1.47,2.4,0.54,99,1,8.5,9.3,9.4
Bengaluru,Indiranagar,11096,30592,8.9,74,2.1,1.54,2.89,0.46,76,1,9.0,6.6,8.4
Mumbai,Bandra East,9941,45451,6.5,91,1.89,3.07,1.47,0.81,60,1,9.1,8.8,8.1
Chennai,Sholinganallur,7154,41436,6.7,169,2.43,1.58,2.06,0.62,95,1,9.4,6.8,6.9
Hyderabad,Secunderabad,17237,51317,7.9,96,2.83,3.2,0.86,0.63,60,1,7.5,8.1,6.3
Hyderabad,Manikonda,8041,37929,7.8,127,1.82,2.76,0.74,1.06,78,1,8.3,8.5,8.7
Mumbai,Andheri East,10424,51777,9.5,84,1.61,3.08,0.78,0.44,107,1,8.0,7.5,9.4
Bengaluru,JP Nagar,7217,41928,8.1,127,1.78,1.52,1.38,0.94,80,1,6.5,7.6,6.6
Mumbai,Bandra East,6596,54816,8.0,206,1.76,2.31,1.52,0.39,97,1,7.2,9.0,7.3
Hyderabad,Banjara Hills,9728,20671,6.8,97,1.6,1.41,1.45,0.37,119,1,7.2,7.8,6.6
Mumbai,Thane West,16846,52675,8.7,75,2.52,3.37,2.25,0.71,113,1,8.0,9.4,7.6
Mumbai,Andheri West,10048,27133,8.7,138,1.01,2.37,1.26,0.26,89,1,8.5,6.3,6.0
Mumbai,Andheri East,10225,39762,8.9,198,1.02,2.58,0.86,1.12,95,1,6.8,7.8,7.5
Hyderabad,Banjara Hills,10740,28032,8.2,66,2.91,2.22,2.61,0.29,65,1,6.9,7.8,6.1
Chennai,Adyar,10410,41396,7.1,104,3.21,3.44,1.03,0.96,77,1,8.8,7.5,6.8
Chennai,Porur,11881,34414,8.3,63,3.16,3.0,2.97,0.93,95,1,7.7,6.0,6.4
Pune,Hinjewadi,15964,43095,9.0,94,2.79,2.89,1.36,0.94,114,1,8.7,8.8,7.9
Bengaluru,Rajajinagar,15451,63579,8.6,86,2.0,1.8,1.61,0.64,64,1,7.9,9.2,8.3
Pune,Aundh,15988,38648,8.5,185,1.37,1.94,1.15,0.73,98,1,9.0,7.2,6.0
Chennai,Anna Nagar,12289,47831,6.1,164,1.74,2.28,2.44,1.14,61,1,8.2,7.0,8.0
Bengaluru,BTM Layout,5958,54159,6.2,107,1.76,3.08,0.34,1.02,68,1,9.1,6.0,8.2
Hyderabad,Begumpet,14176,19374,9.2,76,2.2,1.31,0.57,0.26,83,1,8.3,6.8,9.0
Pune,Kothrud,18780,64804,6.7,186,2.3,3.3,0.52,1.17,95,1,7.7,6.7,8.6
Hyderabad,Banjara Hills,19463,21530,8.3,87,2.97,3.23,1.81,0.67,109,1,9.1,9.0,9.5
Mumbai,Andheri West,9368,27493,9.4,219,1.22,1.04,2.51,0.44,72,1,9.1,7.4,8.7
Delhi NCR,Ghaziabad,14560,45549,9.2,109,3.32,1.5,1.09,1.1,118,1,9.3,8.6,7.0
Mumbai,Goregaon East,11899,57163,7.2,138,1.44,1.27,2.7,0.9,119,1,7.0,6.0,5.7
Chennai,Sholinganallur,13726,18609,6.2,182,3.44,1.57,0.94,0.88,73,1,6.3,7.7,8.1
Hyderabad,Manikonda,16757,60760,7.0,160,1.18,1.79,2.6,0.4,111,1,9.3,7.5,5.6
Bengaluru,Whitefield,9238,37792,6.3,96,2.95,1.45,1.21,0.42,89,1,7.2,8.1,6.1
Chennai,OMR,19156,54066,8.3,177,2.58,1.9,2.63,0.34,67,1,6.2,6.2,6.2
Pune,Pimple Saudagar,15081,59867,5.8,109,3.22,2.84,1.81,0.98,110,1,9.2,7.8,7.6
Chennai,Adyar,8475,29343,5.9,138,3.01,2.63,1.7,0.91,68,1,8.4,7.5,5.5
Bengaluru,Yelahanka,17567,47239,5.8,98,1.85,2.07,0.57,0.21,111,1,7.0,8.8,9.5
Mumbai,Goregaon East,19204,32004,5.8,175,2.12,3.42,1.36,0.94,89,1,8.6,7.7,6.9
Bengaluru,BTM Layout,14101,43276,8.9,97,2.97,2.79,2.84,0.49,74,1,8.7,9.0,8.3
Hyderabad,HITEC City,10979,21611,6.4,108,1.33,3.45,2.78,0.86,108,1,7.2,8.4,8.0
Chennai,Perungudi,16690,62082,8.2,134,2.31,1.09,2.38,1.13,113,1,6.7,8.2,5.6
Chennai,Anna Nagar,8933,57607,7.9,181,2.86,1.03,1.05,0.36,60,1,6.4,7.7,7.5
Hyderabad,Miyapur,13606,56946,5.6,169,2.27,2.53,2.36,0.33,105,1,6.3,8.8,5.9
Bengaluru,JP Nagar,7777,31940,7.3,145,2.68,1.52,1.69,0.59,79,1,9.1,6.4,7.2
Delhi NCR,Gurgaon DLF Phase 3,15539,53405,7.8,89,3.0,2.31,1.38,1.01,107,1,8.5,6.6,8.1
Pune,Pimple Saudagar,12467,56849,6.1,61,3.36,1.46,0.99,0.36,63,1,6.4,6.0,8.1
Mumbai,Goregaon East,11732,54855,8.8,173,1.33,1.62,2.97,1.05,67,1,6.5,6.6,8.4
Delhi NCR,Faridabad,11132,32171,5.9,138,3.22,1.23,2.19,0.55,96,1,7.8,6.3,8.1
Mumbai,Andheri East,6530,54601,6.5,137,1.17,2.94,0.54,0.64,91,1,9.1,6.1,6.3
Pune,Baner,18096,29012,8.5,199,2.44,1.92,1.86,1.0,73,1,8.3,6.5,5.6
Hyderabad,HITEC City,16197,35035,6.6,111,1.59,1.13,1.66,1.08,119,1,9.5,8.9,6.9
Chennai,Guindy,5904,53956,9.5,85,1.73,1.18,1.48,1.13,95,1,7.7,7.3,7.4
Mumbai,Bandra East,10104,62701,6.1,192,1.52,3.44,0.38,1.06,68,1,7.9,7.0,6.2
Hyderabad,Secunderabad,18822,31443,7.0,109,1.44,2.95,0.66,0.52,113,1,9.2,7.4,7.1
Hyderabad,Kondapur,14371,25808,5.8,132,1.1,2.83,0.33,0.72,119,1,7.3,8.0,7.3
Hyderabad,Jubilee Hills,8389,49591,6.4,82,1.91,3.36,1.35,0.84,64,1,8.9,9.3,7.0
Mumbai,Kandivali West,12337,60855,8.9,141,2.92,1.84,1.79,1.03,112,1,8.7,6.0,5.9
Hyderabad,Secunderabad,7579,58350,5.8,146,3.4,2.59,0.56,1.16,105,1,9.1,6.7,9.4
Hyderabad,HITEC City,7744,60358,7.2,202,1.49,1.64,1.48,0.43,71,1,8.7,7.8,9.3
Pune,Wakad,14140,23228,7.0,172,2.31,1.38,2.45,0.88,117,1,7.5,8.0,7.4
Delhi NCR,Greater Noida,5530,30981,7.4,95,2.82,1.37,1.07,0.61,91,1,7.6,7.0,8.5
Pune,Hadapsar,17458,35239,7.7,143,2.55,2.63,1.79,0.76,111,1,9.1,7.1,9.2
Mumbai,Andheri West,13141,26721,8.6,93,2.97,3.47,2.6,0.44,111,1,6.2,7.1,6.6
Bengaluru,Whitefield,10880,25731,8.0,82,1.09,3.02,0.94,0.34,108,1,8.6,9.1,5.6
Chennai,Tambaram,13787,41921,7.9,201,1.85,2.85,0.79,0.66,109,1,6.6,8.9,7.7
Hyderabad,Banjara Hills,14409,40835,8.8,162,2.95,2.92,0.72,1.18,71,1,6.1,9.1,7.1
Chennai,Porur,18882,43878,7.3,137,2.94,1.27,1.91,1.03,73,1,7.8,8.8,5.8
Chennai,OMR,8555,59485,6.6,174,1.08,1.3,2.43,0.22,111,1,8.5,9.0,8.4
Mumbai,Navi Mumbai Vashi,10118,61493,7.5,107,2.41,2.82,1.36,0.85,83,1,8.7,6.5,6.5
Chennai,Adyar,16536,26672,7.3,206,1.17,2.65,1.57,0.73,68,1,6.2,6.4,8.9
Mumbai,Thane West,10176,40725,7.0,121,1.25,2.25,0.64,0.52,66,1,8.7,7.6,6.4
Chennai,Sholinganallur,17960,33672,5.5,67,1.39,2.91,0.65,0.56,117,1,9.1,8.5,6.8
Pune,Nigdi,15215,35516,7.3,198,3.06,1.59,0.7,1.14,70,1,6.4,6.6,5.8
Mumbai,Thane West,5590,56585,9.0,142,1.53,1.33,0.85,1.13,84,1,7.6,6.1,7.9
Mumbai,Navi Mumbai Vashi,17963,35196,6.7,116,1.99,1.69,1.6,0.54,62,1,8.6,8.9,5.5
Mumbai,Thane West,19022,51991,8.3,126,3.32,1.38,0.8,0.84,104,1,8.3,9.0,8.8
Mumbai,Thane West,17120,30576,8.7,216,2.92,3.26,1.9,1.13,63,1,9.1,7.6,7.8
Pune,Hinjewadi,14475,25970,8.3,171,1.9,2.71,1.63,0.6,84,1,8.1,7.2,7.7
Bengaluru,HSR Layout,7410,26953,6.2,165,2.04,2.73,2.79,0.85,65,1,6.6,7.8,8.5
Pune,Viman Nagar,8821,37644,7.7,76,1.37,2.61,2.25,0.89,67,1,7.0,8.9,7.5
Mumbai,Powai,6435,57633,8.7,98,2.36,3.13,1.01,0.4,68,1,7.2,9.4,9.1
Pune,Hadapsar,14539,31098,7.0,200,1.04,2.35,1.29,0.84,116,1,6.4,9.5,6.2
Pune,Hadapsar,15058,64544,6.3,87,2.43,1.97,1.25,0.94,68,1,7.4,8.7,9.3
Pune,Hadapsar,8259,41495,7.6,182,1.58,1.74,1.99,0.93,94,1,6.1,7.3,8.4
Bengaluru,HSR Layout,8246,21692,9.4,90,3.15,1.12,2.88,1.09,91,1,8.2,7.5,5.5
Delhi NCR,Gurgaon DLF Phase 3,7166,60415,6.4,216,2.78,1.93,2.8,0.89,94,1,6.8,6.0,8.7
Bengaluru,Hebbal,9173,47326,7.1,90,3.28,1.87,0.67,0.28,71,1,6.1,8.7,7.2
Bengaluru,Rajajinagar,6466,49845,7.6,141,3.41,1.49,1.82,0.23,103,1,6.3,7.3,8.1
Pune,Baner,10275,41756,7.2,178,1.46,2.34,0.67,0.38,119,1,6.5,7.4,7.2
Delhi NCR,Noida Sec 18,7216,21376,5.8,136,2.35,2.49,1.32,0.52,92,1,7.9,6.0,6.5
Delhi NCR,Ghaziabad,11714,56648,7.4,179,1.56,1.17,2.87,0.78,90,1,7.1,7.7,8.2
Chennai,OMR,13667,42050,8.3,185,1.56,1.33,1.31,1.17,63,1,6.2,8.3,6.6
Bengaluru,Yelahanka,7894,25980,6.1,113,2.44,2.63,1.85,0.29,84,1,8.0,6.2,7.4
Delhi NCR,Rohini Sec 15,19256,21530,6.8,105,2.97,1.72,0.66,0.49,96,1,6.5,6.1,6.7
Delhi NCR,Gurgaon DLF Phase 3,15687,37718,6.6,145,1.48,2.9,1.32,0.92,75,1,6.7,9.4,6.7
Hyderabad,Banjara Hills,7576,28606,5.6,113,2.98,2.42,0.92,0.22,68,1,9.1,8.6,9.4
Chennai,OMR,17796,33093,8.2,85,1.48,3.07,1.89,1.06,75,1,7.0,8.3,8.9
Delhi NCR,Noida Sec 62,18093,44052,7.1,171,1.36,2.71,1.99,0.27,103,1,8.2,8.5,9.5
Delhi NCR,Faridabad,14415,19661,7.2,213,1.88,3.41,0.71,0.48,88,1,8.7,7.8,6.3
Bengaluru,Rajajinagar,18909,49528,8.5,113,1.14,1.72,2.1,0.64,92,1,8.6,8.2,5.6
Delhi NCR,Ghaziabad,5552,63409,6.1,155,2.46,3.32,1.0,0.85,114,1,9.4,8.0,6.4
Bengaluru,HSR Layout,9573,34581,8.1,67,1.52,1.87,1.54,1.18,116,1,8.2,6.9,5.7
Mumbai,Bandra East,13747,24919,8.9,65,3.24,3.1,1.38,0.54,81,1,6.6,8.6,7.6
Mumbai,Powai,8922,51135,9.3,133,1.08,1.02,2.75,0.61,119,1,6.4,6.9,6.6
Delhi NCR,Noida Sec 18,8725,31597,7.1,178,2.22,3.26,2.7,1.03,118,1,8.2,9.3,9.4
Pune,Hinjewadi,17823,53752,8.2,163,2.15,2.76,1.2,0.87,90,1,7.2,7.7,8.6
Pune,Wakad,11774,39550,9.2,137,2.77,1.85,1.47,0.22,83,1,7.4,6.1,7.9
Delhi NCR,Greater Noida,9747,21327,6.1,132,1.19,2.79,2.98,0.58,68,1,9.4,8.5,6.7
Bengaluru,JP Nagar,7602,47216,6.7,129,1.13,3.39,1.88,0.89,72,1,8.1,7.8,8.9
Chennai,Sholinganallur,13539,38410,8.9,92,1.55,3.03,1.19,0.7,76,1,9.5,8.9,8.1
